uf,uf_nome,ano_bim,bimestre,admissoes,desligamentos,saldo,total_movimentacoes,salario_medio,rais_vinculos_ativos,credito_PF_nordeste_real,credito_PJ_nordeste_real,credito_total_nordeste_real,IBCR_NE_ajuste_sazonal,ibc_br,selic_mensal,ipca_mensal,inadimplencia_PF,inadimplencia_PJ,resultado_primario_real,dcl_real,investimento_publico_real,transferencias_federais_real,rais_remuneracao_media_real,credito_PF_brasil,credito_PF_brasil_real,credito_PF_nordeste,credito_PJ_brasil,credito_PJ_brasil_real,credito_PJ_nordeste,credito_total_nordeste,pib_trimestral_indice,resultado_primario_nominal,dcl_nominal,ano,investimento_publico_nominal,transferencias_federais_nominal
MA,Maranhão,2021,2,31218,24456,6762,55674,1420.9544981731538,1061682.0,475287.48516130954,217296.24007589705,283646.39589454327,96.01,96.45734,2.44,0.62,2.89,2.91,,7530455809.496593,2476198948.7740674,3948594756.833059,,4126914.0,5367362.92437966,365444.0,2322034.0,3019980.3535399577,167077.0,218093.0,171.96,,5790095423.85,2021.0,2046990438.23,3036036730.1200004
MA,Maranhão,2021,3,34789,24045,10744,58834,1407.0914406985469,1061682.0,485101.53514602635,218323.21265090737,288486.57096471294,95.97,96.80299,3.525,0.6799999999999999,2.92,2.94,,6727931133.615764,2476198948.7740674,4170158570.252108,,4212400.0,5404800.86608651,378079.0,2398138.0,3076977.100796451,170157.0,224841.0,,,5243622810.43,2021.0,2046990438.23,3250143048.1100006
MA,Maranhão,2021,4,36519,26723,9796,63242,1376.8535935445095,1061682.0,496409.9339121431,221321.6863762557,292868.0650188335,95.2,97.07685,4.58,0.915,2.91,2.97,,6606480762.390738,2476198948.7740674,3653553847.633796,,4344165.0,5473246.939895294,394005.0,2495958.0,3144676.7067105365,175665.0,232452.0,172.18,,5243622810.43,2021.0,2046990438.23,2899858333.6000004
MA,Maranhão,2021,5,36289,27835,8454,64124,1439.6532045850618,1061682.0,504768.7858037332,222801.4803505099,297420.85460737185,98.09,97.47908,5.865,1.205,2.96,3.01,,9288185104.353275,2476198948.7740674,3502415104.258669,,4509925.0,5547587.970152288,410353.0,2602076.0,3200772.8543206337,181127.0,241789.0,174.46,,7550852448.33,2021.0,2046990438.23,2847296793.499999
MA,Maranhão,2021,6,32484,30725,1759,63209,1407.3900379349827,1061682.0,515769.1261629741,224873.05997402733,305937.20031152695,98.9,99.13496,8.205,0.84,2.9850000000000003,3.07,,9134098794.848398,2476198948.7740674,4406291053.755163,,4679575.0,5660778.125436181,426369.0,2708971.0,3276982.1574055287,185895.0,252908.0,,,7550852448.33,2021.0,2046990438.23,3642532705.040001
MA,Maranhão,2022,1,37784,33669,4115,71453,1472.584986476619,1239429.0,519181.8023899913,221577.73003764043,301486.0303256477,100.89,98.58788,9.82,0.775,3.27,3.26,,8221250899.8746,2824876098.9620323,5169704647.595209,,4723686.0,5626618.757609835,435866.0,2755932.0,3282728.5060643717,186020.0,253105.0,175.72,,6901944036.23,2022.0,2470319489.9,4340095272.13
MA,Maranhão,2022,2,39220,34197,5023,73417,1495.0423313615215,1239429.0,522004.85270114103,221220.1671588334,301545.5579301259,103.59,99.71472,11.4,1.34,3.435,3.465,,8005333291.820929,2824876098.9620323,3895976162.354218,,4828886.0,5600862.837381575,450056.0,2830339.0,3282815.233636025,190729.0,259983.0,177.74,,6901944036.23,2022.0,2470319489.9,3358986872.73
MA,Maranhão,2022,3,45142,33499,11643,78641,1554.099402265674,1239429.0,532549.5031998834,226310.2596867557,302893.00571104226,99.51,99.54987,12.7,0.5700000000000001,3.5549999999999997,3.635,,7737153759.61328,2824876098.9620323,4745470495.861275,,4961785.0,5689963.170945988,464396.0,2914335.0,3342034.936580057,197348.0,264130.0,,,6746984525.87,2022.0,2470319489.9,4138164627.24
MA,Maranhão,2022,4,47407,36627,10780,84034,1583.5301310382238,1239429.0,554498.3654316036,236345.9781362815,314772.2253122786,99.82,101.06191,13.365,-0.52,3.685,3.86,,7818272401.27819,2824876098.9620323,3863050534.957551,,5068741.0,5873556.952380474,478519.0,3009898.0,3487810.3505103304,203961.0,271641.0,179.56,,6746984525.87,2022.0,2470319489.9,3333721421.34
MA,Maranhão,2022,5,43480,33271,10209,76751,1547.2479572992106,1239429.0,569092.1177493271,240940.2871994916,323231.26298592804,98.69,101.38469,13.65,0.15,3.785,4.055,,10539737600.979149,2824876098.9620323,4014144132.471514,,5211491.0,6021012.813851935,492578.0,3111431.0,3594742.06525851,208546.0,279773.0,180.3,,9122675760.38,2022.0,2470319489.9,3474444693.25
MA,Maranhão,2022,6,34694,37870,-3176,72564,1519.6680167184004,1239429.0,579851.4742669822,247804.50581396284,328026.3288537453,97.98,100.23388,13.65,0.515,3.865,4.17,,10432022586.325846,2824876098.9620323,4843289275.2809725,,5358049.0,6127071.66787569,507073.0,3187782.0,3645313.578797824,216702.0,286855.0,,,9122675760.38,2022.0,2470319489.9,4235397048.51
MA,Maranhão,2023,1,37728,35840,1888,73568,1615.440626777628,,580130.6880459457,241852.53463960593,323947.7556522794,103.24,103.29712,13.65,0.685,4.0600000000000005,4.42,1534171454.7650833,8242330549.460097,1849530321.2904353,5248222270.253493,,5364476.0,6051249.592420545,514290.0,3235889.0,3650155.5776124503,214404.0,287182.0,182.79,1360053956.34,7306884923.74,2023.0,1692133081.26,4652586541.25
