exercicio,periodo,uf,anexo,cod_conta,conta,coluna,valor,populacao,uf_nome
2017,2,PE,RGF-Anexo 02,DividaConsolidadaLiquida,DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II),SALDO DO EXERCÍCIO ANTERIOR,12654082892.84,9410336,Pernambuco
2017,2,PE,RGF-Anexo 02,DividaConsolidadaLiquida,DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II),Até o 1º Quadrimestre,10697864571.08,9410336,Pernambuco
2017,2,PE,RGF-Anexo 02,DividaConsolidadaLiquida,DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II),Até o 2º Quadrimestre,10583645336.7,9410336,Pernambuco
2017,3,PE,RGF-Anexo 01,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),"DESPESAS LIQUIDADAS 
(a)",15471159056.28,9410336,Pernambuco
2017,3,PE,RGF-Anexo 01,DespesaComPessoalAtivoBruta,Pessoal Ativo,"DESPESAS LIQUIDADAS 
(a)",8298854838.56,9410336,Pernambuco
2017,3,PE,RGF-Anexo 01,DespesaComPessoalInativoEPensionistasBruta,Pessoal Inativo e Pensionistas,"DESPESAS LIQUIDADAS 
(a)",7172304217.72,9410336,Pernambuco
2017,3,PE,RGF-Anexo 01,DespesaComPessoalLiquida,DESPESA LÍQUIDA COM PESSOAL (III) = (I - II),"DESPESAS LIQUIDADAS 
(a)",10533102110.81,9410336,Pernambuco
2017,3,PE,RGF-Anexo 01,ReceitaCorrenteLiquidaLimiteLegal,RECEITA CORRENTE LIQUIDA - RCL (IV),Valor,21512144300.43,9410336,Pernambuco
2017,3,PE,RGF-Anexo 01,DespesaComPessoalTotal,DESPESA TOTAL COM PESSOAL - DTP (VII) = (IIIa + IIIb),Valor,10533102110.81,9410336,Pernambuco
2017,3,PE,RGF-Anexo 01,DespesaComPessoalTotal,DESPESA TOTAL COM PESSOAL - DTP (VII) = (IIIa + IIIb),% sobre a RCL Ajustada,48.97,9410336,Pernambuco
2017,3,PE,RGF-Anexo 02,DividaConsolidada,DÍVIDA CONSOLIDADA - DC (I),SALDO DO EXERCÍCIO ANTERIOR,15106217589.3,9410336,Pernambuco
2017,3,PE,RGF-Anexo 02,DividaConsolidada,DÍVIDA CONSOLIDADA - DC (I),Até o 1º Quadrimestre,14817246891.26,9410336,Pernambuco
2017,3,PE,RGF-Anexo 02,DividaConsolidada,DÍVIDA CONSOLIDADA - DC (I),Até o 2º Quadrimestre,14545935177.16,9410336,Pernambuco
2017,3,PE,RGF-Anexo 02,DividaConsolidada,DÍVIDA CONSOLIDADA - DC (I),Até o 3º Quadrimestre,14734618918.51,9410336,Pernambuco
2017,3,PE,RGF-Anexo 02,DividaContratual,Dívida Contratual,SALDO DO EXERCÍCIO ANTERIOR,14428000314.15,9410336,Pernambuco
2017,3,PE,RGF-Anexo 02,DividaContratual,Dívida Contratual,Até o 1º Quadrimestre,14140055675.63,9410336,Pernambuco
2017,3,PE,RGF-Anexo 02,DividaContratual,Dívida Contratual,Até o 2º Quadrimestre,13868270642.48,9410336,Pernambuco
2017,3,PE,RGF-Anexo 02,DividaContratual,Dívida Contratual,Até o 3º Quadrimestre,14112169956.36,9410336,Pernambuco
2017,3,PE,RGF-Anexo 02,DividaConsolidadaLiquida,DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II),SALDO DO EXERCÍCIO ANTERIOR,12654082892.84,9410336,Pernambuco
2017,3,PE,RGF-Anexo 02,DividaConsolidadaLiquida,DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II),Até o 1º Quadrimestre,10697864571.08,9410336,Pernambuco
2017,3,PE,RGF-Anexo 02,DividaConsolidadaLiquida,DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II),Até o 2º Quadrimestre,10583645336.7,9410336,Pernambuco
2017,3,PE,RGF-Anexo 02,DividaConsolidadaLiquida,DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II),Até o 3º Quadrimestre,13176450959.83,9410336,Pernambuco
2018,1,PE,RGF-Anexo 01,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),<MR-11>,1186450308.47,9410336,Pernambuco
2018,1,PE,RGF-Anexo 01,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),<MR-10>,1218124304.13,9410336,Pernambuco
2018,1,PE,RGF-Anexo 01,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),<MR-9>,1163045857.79,9410336,Pernambuco
2018,1,PE,RGF-Anexo 01,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),<MR-8>,1093999831.3,9410336,Pernambuco
2018,1,PE,RGF-Anexo 01,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),<MR-7>,1044739911.57,9410336,Pernambuco
2018,1,PE,RGF-Anexo 01,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),<MR-6>,1241256712.76,9410336,Pernambuco
2018,1,PE,RGF-Anexo 01,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),<MR-5>,1125704331.69,9410336,Pernambuco
2018,1,PE,RGF-Anexo 01,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),<MR-4>,2542162324.75,9410336,Pernambuco
2018,1,PE,RGF-Anexo 01,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),<MR-3>,1206839757.5,9410336,Pernambuco
2018,1,PE,RGF-Anexo 01,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),<MR-2>,1239555251.19,9410336,Pernambuco
2018,1,PE,RGF-Anexo 01,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),<MR-1>,1255304614.28,9410336,Pernambuco
2018,1,PE,RGF-Anexo 01,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),<MR>,1267777072.73,9410336,Pernambuco
